Species,DR_tip_rate
Broussonetia_kaempferi,0.044066068
Broussonetia_papyrifera,0.033765372
Broussonetia_kaempferi_var._australis,0.033765372
Fatoua_villosa,0.046743195
Fatoua_pilosa,0.046743195
Ficus_sarmentosa_var._nipponica,0.035091376
Ficus_sarmentosa_var._impressa,0.035091376
Ficus_sarmentosa_var._henryi,0.035091376
Ficus_erecta,0.326141497
Ficus_heteromorpha,0.326141497
Ficus_pumila,0.179479638
Ficus_sarmentosa,0.124541325
Ficus_henryi,0.097051793
Ficus_virens,0.072697806
Ficus_pandurata,0.077113046
Ficus_tikoua,0.077113046
Ficus_gasparriniana_var._viridescens,0.035091376
Maclura_cochinchinensis,0.034980237
Maclura_tricuspidata,0.034980237
Morus_rubra,0.030855902
Morus_cathayana,0.217459782
Morus_mongolica,0.217459782
Morus_alba,0.11351694
Morus_australis,0.058083934
Pilea_angulata_subsp._petiolaris,0.070378405
Pilea_martinii,0.070378405
Pilea_peploides,0.043069715
Pilea_pumila,0.039124201
Pilea_japonica,0.079638274
Pilea_swinglei,0.079638274
Pilea_microphylla,0.043886738
Pilea_sinofasciata,0.035185332
Pilea_notata,0.035185332
Pilea_monilifera,0.028147735
Pilea_cavaleriei,0.028147735
Pilea_angulata,0.028147735
Pellionia_minima,0.033203469
Pellionia_radicans,0.05603173
Pellionia_scabra,0.05603173
Elatostema_nasutum,0.033605851
Elatostema_stewardii,0.033605851
Elatostema_obtusum,0.033605851
Elatostema_sessile,0.033605851
Elatostema_sinense,0.033605851
Elatostema_megacephalum,0.033605851
Elatostema_myrtillus,0.033605851
Elatostema_parvum,0.033605851
Elatostema_cuspidatum,0.033605851
Nanocnide_japonica,0.047494489
Nanocnide_lobata,0.047494489
Urtica_chamaedryoides,0.082990548
Urtica_laetevirens,0.082990548
Urtica_fissa,0.066611157
Urtica_dioica,0.090329536
Urtica_angustifolia,0.090329536
Urtica_cannabina,0.04023462
Girardinia_diversifolia,0.025630675
Laportea_macrostachya,0.026018575
Laportea_cuspidata,0.026018575
Laportea_bulbifera,0.046800882
Laportea_canadensis,0.046800882
Pouzolzia_zeylanica,0.040559001
Gonostegia_hirta,0.040559001
Chamabainia_cuspidata,0.030374754
Boehmeria_platanifolia,0.036552395
Boehmeria_longispica,1.16200055
Boehmeria_gracilis,1.16200055
Boehmeria_silvestrii,0.585536802
Boehmeria_tricuspis,0.294855118
Boehmeria_formosana,0.153427266
Boehmeria_cylindrica,0.095128601
Boehmeria_spicata,0.058497604
Boehmeria_nivea,0.036552395
Boehmeria_clidemioides_var._diffusa,0.036552395
Parietaria_micrantha,0.024470626
Oreocnide_frutescens,0.024470626
Humulus_lupulus,0.039220294
Humulus_scandens,0.039220294
Cannabis_sativa,0.025339997
Pteroceltis_tatarinowii,0.01592816
Trema_cannabina_var._dielsiana,0.01491153
Celtis_tetrandra,0.014427403
Celtis_occidentalis_var._georgiana,0.014427403
Celtis_occidenialis,0.014427403
Celtis_sinensis,0.084052632
Celtis_koraiensis,0.084052632
Celtis_julianae,0.094937474
Celtis_bungeana,0.094937474
Celtis_biondii,0.02705496
Celtis_vandervoetiana,0.014427403
Aphananthe_aspera,0.013188134
Ulmus_macrocarpa,0.184373811
Ulmus_pumila,0.184373811
Ulmus_rubra,0.12230856
Ulmus_parvifolia,0.083530248
Ulmus_alata,0.088101375
Ulmus_americana,0.088101375
Ulmus_laciniata,0.052426362
Ulmus_changii,0.052426362
Ulmus_bergmanniana,0.052426362
Ulmus_elongata,0.052426362
Ulmus_davidiana_var._japonica,0.052426362
Zelkova_schneideriana,0.060127013
Zelkova_serrata,0.060127013
Hemiptelea_davidii,0.018345225
Hovenia_dulcis,0.056434277
Hovenia_acerba,0.056434277
Hovenia_trichocarpa,0.056434277
Hovenia_trichocarpa_var._robusta,0.056434277
Paliurus_hemsleyanus,0.028239424
Ceanothus_microphyllus,0.038651925
Ceanothus_americanus,0.038651925
Rhamnus_crenata,0.06012319
Rhamnus_ussuriensis,0.287813687
Rhamnus_parvifolia,0.287813687
Rhamnus_koraiensis,0.180081059
Rhamnus_cathartica,0.743517662
Rhamnus_utilis,0.743517662
Rhamnus_globosa,0.376323965
Rhamnus_davurica,0.190790619
Frangula_henryi,0.078307914
Frangula_caroliniana,0.125516363
Rhamnus_frangula,0.125516363
Rhamnus_arguta,0.029670744
Rhamnus_leptophylla,0.029670744
Rhamnus_wilsonii,0.029670744
Rhamnus_diamantiaca,0.029670744
Rhamnus_lamprophylla,0.029670744
Rhamnus_leptacantha,0.029670744
Rhamnella_franguloides,0.035233109
Berchemia_scandens,0.044629131
Berchemia_floribunda,0.044629131
Berchemia_huana,0.044629131
Berchemia_kulingensis,0.044629131
Berchemia_sinica,0.044629131
Berchemia_flavescens,0.044629131
Berchemia_polyphylla,0.044629131
Sageretia_thea,0.028745851
Hippophae_rhamnoides,0.018179761
Elaeagnus_pungens,0.034628551
Elaeagnus_multiflora,0.034628551
Elaeagnus_difficilis,0.034628551
Elaeagnus_glabra,0.034628551
Elaeagnus_umbellata,0.034628551
Elaeagnus_umbellata_var._parvifolia,0.034628551
Galactia_mollis,0.00947554
Galactia_elliottii,0.00947554
Caesalpinia_vernalis,0.024297399
Biancaea_decapetala,0.024297399
Mimosa_quadrivalvis_var._angustata,0.029535072
Mimosa_microphylla,0.043737671
Mimosa_quadrivalvis,0.043737671
Albizia_julibrissin,0.042766866
Albizia_kalkora,0.042766866
Senna_obtusifolia,0.027817955
Cassia_hebecarpa,0.027817955
Senna_nomame,0.046742761
Chamaecrista_nictitans_var._aspera,0.046742761
Chamaecrista_fasciculata,0.033422581
Cassia_fasciculata,0.019522705
Gleditsia_sinensis,0.025613742
Gleditsia_microphylla,0.025613742
Gymnocladus_chinensis,0.025613742
Dalea_feayi,0.030702115
Dalea_pinnata_var._pinnata,0.030702115
Amorpha_fruticosa,0.03552216
Amorpha_herbacea,0.03552216
Lotus_corniculatus,0.027961639
Securigera_varia,0.027961639
Sesbania_punicea,0.020714815
Robinia_pseudoacacia,0.019468253
Astragalus_membranaceus,0.132399252
Astragalus_uliginosus,0.132399252
Astragalus_stevenianus,0.138990463
Astragalus_scaberrimus,0.138990463
Astragalus_trichopodus,0.227343487
Astragalus_melilotoides,0.227343487
Astragalus_hancockii,0.126209481
Oxytropis_anertii,0.059152553
Astragalus_obcordatus,0.045163995
Astragalus_sinicus,0.089387747
Astragalus_complanatus,0.089387747
Hedysarum_ussuriense,0.031834842
Caragana_sinica,0.133358474
Caragana_rosea,0.133358474
Caragana_jubata,0.080690653
Caragana_pekinensis,0.108893422
Caragana_arborescens,0.108893422
Gueldenstaedtia_verna_subsp._multiflora,0.066650702
Gueldenstaedtia_stenophylla,0.066650702
Trifolium_campestre,0.081151901
Trifolium_aureum,0.081151901
Trifolium_repens,0.090996192
Trifolium_pratense,0.12263409
Trifolium_arvense,0.12263409
Trifolium_lupinaster,0.073070557
Medicago_sativa,0.119659806
Medicago_polymorpha,0.119659806
Medicago_ruthenica,0.090003491
Medicago_lupulina,0.068669541
Melilotus_officinalis_subsp._alba,0.162374588
Melilotus_officinalis,0.282606017
Melilotus_albus,0.282606017
Melilotus_officinalis_subsp._suaveolens,0.095554131
Vicia_sativa_subsp._nigra,0.190188627
Vicia_sativa,0.190188627
Vicia_ramuliflora,0.445035776
Vicia_amurensis,0.445035776
Vicia_unijuga,0.290679615
Vicia_amoena,0.171751264
Vicia_cracca,0.10777238
Vicia_caroliniana,0.10777238
Vicia_pseudo-orobus,0.104219284
Vicia_hirsuta,0.104219284
Vicia_nigricans,0.081352061
Vicia_tetrasperma,0.073667972
Lathyrus_komarovii,0.063277089
Lathyrus_odoratus,0.063277089
Lathyrus_davidii,0.293522911
Lathyrus_quinquenervius,0.456323656
Lathyrus_humilis,0.456323656
Lathyrus_palustris,0.280246313
Lathyrus_vaniotii,0.280246313
Lathyrus_pratensis,0.096610299
Lathyrus_latifolius,0.080089138
Vicia_ohwiana,0.049391761
Vicia_venosa,0.049391761
Wisteria_sinensis,0.049806464
Callerya_cinerea,0.049806464
Callerya_reticulata,0.033830849
Lespedeza_chinensis,1.273551577
Lespedeza_virgata,1.273551577
Lespedeza_dunnii,0.939941086
Lespedeza_floribunda,0.618036302
Lespedeza_pilosa,0.413717402
Indigofera_kirilowii,0.714793252
Lespedeza_bicolor,0.714793252
Lespedeza_cuneata,0.414687421
Lespedeza_caraganae,0.321885919
Lespedeza_tomentosa,1.136784527
Lespedeza_juncea,2.259087562
Lespedeza_davurica,2.259087562
Lespedeza_inschanica,0.574403533
Lespedeza_davidii,1.462786805
Lespedeza_cyrtobotrya,1.462786805
Lespedeza_buergeri,0.84556997
Lespedeza_thunbergii,0.459841685
Lespedeza_thunbergii_subsp._formosa,0.388849963
Lespedeza_maximowiczii,0.388849963
Lespedeza_capitata,0.24508858
Lespedeza_hirta,0.24508858
Lespedeza_violacea,1.510816512
Lespedeza_stuevei,1.510816512
Lespedeza_procumbens,0.761995626
Lespedeza_repens,0.46756327
Lespedeza_intermedia,0.264162828
Kummerowia_stipulacea,0.112540306
Kummerowia_striata,0.112540306
Campylotropis_macrocarpa,0.057966366
Desmodium_nudiflorum,0.191648959
Desmodium_glutinosum,0.191648959
Hylodesmum_laxum,0.141815031
Hylodesmum_podocarpum_subsp._oxyphyllum,0.195730981
Hylodesmum_podocarpum,0.195730981
Hylodesmum_oldhamii,0.075208293
Desmodium_incanum,0.092635002
Desmodium_floridanum,0.20391714
Desmodium_ciliare,0.20391714
Desmodium_tortuosum,0.117164763
Alysicarpus_ovalifolius,0.07366719
Desmodium_lineatum,0.063180404
Desmodium_strictum,0.063180404
Desmodium_laevigatum,0.063180404
Desmodium_viridiflorum,0.063180404
Desmodium_triflorum,0.119070227
Desmodium_heterocarpon,0.119070227
Desmodium_microphyllum,0.080957322
Ohwia_caudata,0.040284335
Glycine_soja,0.05579882
Amphicarpaea_edgeworthii,0.141084556
Amphicarpaea_bracteata,0.141084556
Amphicarpaea_trisperma,0.083044566
Pediomelum_canescens,0.113391357
Orbexilum_lupinellus,0.113391357
Psoralea_onobrychis,0.079465865
Pueraria_montana,0.061176979
Pueraria_montana_var._lobata,0.061176979
Phaseolus_vulgaris,0.044452286
Vigna_vexillata,0.044452286
Erythrina_herbacea,0.031993691
Rhynchosia_difformis,0.056128255
Rhynchosia_tomentosa_var._mollissima,0.056128255
Rhynchosia_tomentosa,0.056128255
Rhynchosia_reniformis,0.056128255
Flemingia_philippinensis,0.040185497
Mucuna_sempervirens,0.027080421
Apios_fortunei,0.04443874
Apios_americana,0.04443874
Tephrosia_chrysophylla,0.041201901
Tephrosia_virginiana,0.041201901
Tephrosia_mohrii,0.041201901
Tephrosia_florida,0.041201901
Galactia_erecta,0.046449035
Galactia_regularis,0.046449035
Centrosema_virginianum,0.022422048
Clitoria_mariana,0.022422048
Indigofera_spicata,0.03936102
Indigofera_pseudotinctoria,0.03936102
Indigofera_amblyantha,0.108719052
Indigofera_decora,0.108719052
Indigofera_suffruticosa,0.13518803
Indigofera_caroliniana,0.13518803
Indigofera_hirsuta,0.042489561
Indigofera_cinerascens,0.01328122
Indigofera_parkesii,0.01328122
Indigofera_bungeana,0.01328122
Indigofera_nigrescens,0.01328122
Dalbergia_mimosoides,0.077905674
Dalbergia_dyeriana,0.077905674
Dalbergia_hupeana,0.04619161
Aeschynomene_viscidula,0.029511395
Aeschynomene_indica,0.023777212
Stylosanthes_biflora,0.03240642
Chapmannia_floridana,0.03240642
Zornia_bracteata,0.018744609
Sophora_flavescens,0.022845812
Maackia_amurensis,0.043838526
Maackia_hupehensis,0.043838526
Cladrastis_platycarpa,0.027926839
Sophora_japonica,0.027926839
Crotalaria_pallida_var._obovata,0.035040649
Crotalaria_rotundifolia,0.035040649
Crotalaria_sagittalis,0.035040649
Crotalaria_lanceolata,0.052988998
Crotalaria_spectabilis,0.127297104
Crotalaria_juncea,0.127297104
Crotalaria_sessiliflora,0.086041582
Lupinus_sp.,0.034020131
Lupinus_diffusus,0.034020131
Thermopsis_villosa,0.026137182
Baptisia_tinctoria,0.026137182
Baptisia_megacarpa,0.026137182
Bauhinia_brachycarpa,0.016098783
Cercis_chinensis,0.057547173
Cercis_gigantea,0.057547173
Cercis_canadensis,0.030523152
Polygala_tatarinowii,0.012097399
Polygala_tenuifolia,0.012097399
Polygala_verticillata_var._verticillata,0.012097399
Polygala_sanguinea,0.012097399
Polygala_sibirica,0.012097399
Polygala_japonica,0.012097399
Asemeia_violacea,0.012097399
Polygala_curtisii,0.012097399
Polygala_setacea,0.036836764
Polygala_polygama,0.036836764
Polygala_nana,0.04440213
Polygala_lutea,0.04440213
Polygala_arillata,0.023077203
Polygala_paucifolia,0.023077203
Krameria_lanceolata,0.008418401
Braya_humilis,0.039672076
Hesperis_sibirica,0.065865714
Hesperis_matronalis,0.065865714
Dontostemon_dentatus,0.095649747
Dontostemon_micranthus,0.095649747
Dontostemon_pinnatifidus,0.073379575
Clausia_trichosepala,0.051310069
Brassica_sp.,0.043965752
Brassica_juncea,0.115136677
Brassica_rapa,0.164714733
Brassica_rapa_subsp._chinensis,0.164714733
Brassica_oleracea,0.07226557
Raphanus_raphanistrum_subsp._landra,0.066288378
Raphanus_sativus,0.066288378
Orychophragmus_violaceus,0.039271077
Sisymbrium_officinale,0.052806744
Sisymbrium_altissimum,0.052806744
Eutrema_yunnanense,0.036725063
Thlaspi_arvense,0.038533416
Alliaria_petiolata,0.049168832
Alliaria_grandifolia,0.049168832
Draba_nemorosa,0.041234138
Arabis_flagellosa,0.132171449
Arabis_nipponica,0.132171449
Arabis_hirsuta,0.070921121
Cardamine_limprichtiana,0.063884076
Cardamine_changbaiana,0.063884076
Cardamine_trifida,0.063884076
Cardamine_flagellifera,0.063884076
Cardamine_prorepens,0.063884076
Cardamine_komarovii,0.063884076
Cardamine_lyrata,0.063884076
Cardamine_parviflora,0.106729263
Cardamine_hirsuta,0.106729263
Cardamine_pratensis,0.163349993
Cardamine_pensylvanica,0.402336709
Cardamine_flexuosa,0.402336709
Cardamine_scutata,0.234560205
Cardamine_griffithii,0.119076876
Cardamine_clematitis,0.136886248
Cardamine_yezoensis,0.136886248
Cardamine_diphylla,0.093066172
Cardamine_macrophylla,0.170760759
Cardamine_tangutorum,0.170760759
Cardamine_leucantha,0.168483292
Cardamine_microphylla,0.168483292
Cardamine_impatiens,0.100202436
Nasturtium_officinale,0.055436502
Barbarea_orthoceras,0.211891457
Barbarea_verna,0.211891457
Barbarea_vulgaris,0.211891457
Barbarea_vulgaris_var._arcuata,0.119529681
Rorippa_globosa,0.082606776
Rorippa_dubia,0.082606776
Rorippa_indica,0.137583381
Rorippa_islandica,0.137583381
Armoracia_rusticana,0.055492099
Arabidopsis_kamchatica,0.085441854
Arabidopsis_thaliana,0.085441854
Catolobus_pendulus,0.082046755
Capsella_bursa-pastoris,0.082046755
Turritis_glabra,0.063679261
Erysimum_cheiranthoides,0.104569129
Erysimum_amurense,0.104569129
Arabis_laevigata_var._laevigata,0.074553766
Boechera_canadensis,0.074553766
Lepidium_didymum,0.069394442
Lepidium_virginicum,0.135182335
Lepidium_densiflorum,0.135182335
Lepidium_apetalum,0.101763899
Lepidium_campestre,0.045852504
Descurainia_pinnata,0.051133636
Descurainia_sophia,0.051133636
Arabis_coronata,0.020988285
Corynandra_viscosa,0.020316453
Polanisia_tenuifolia,0.020316453
Bretschneidera_sinensis,0.011080223
Edgeworthia_chrysantha,0.0372214
Stellera_chamaejasme,0.085012874
Wikstroemia_monnula,0.142974507
Wikstroemia_indica,0.142974507
Wikstroemia_chamaedaphne,0.142974507
Wikstroemia_ligustrina,0.142974507
Daphne_tangutica,0.069487552
Daphne_genkwa,0.069487552
Daphne_papyracea,0.069487552
Daphne_pseudomezereum_var._koreana,0.069487552
Dirca_palustris,0.026367671
Diarthron_linifolium,0.01745653
Corchorus_aestuans,0.029140191
Grewia_biloba,0.029140191
Melochia_corchorifolia,0.022399609
Firmiana_simplex,0.030925984
Corchoropsis_crenata,0.039922798
Tilia_tuan,0.098736795
Tilia_mandshurica,0.098736795
Tilia_endochrysea,0.098736795
Tilia_mongolica,0.098736795
Tilia_chinensis,0.098736795
Tilia_chingiana,0.098736795
Tilia_amurensis,0.152249808
Tilia_heterophylla,0.300875945
Tilia_oliveri,0.300875945
Tilia_japonica,0.309789972
Tilia_miqueliana,0.309789972
Tilia_americana,0.060401661
Hibiscus_trionum,0.084303749
Hibiscus_moscheutos_subsp._moscheutos,0.084303749
Hibiscus_syriacus,0.066111746
Abelmoschus_manihot,0.057751587
Urena_lobata,0.046116397
Sida_ulmifolia,0.07280606
Sida_rhombifolia,0.07280606
Abutilon_theophrasti,0.05764456
Malva_cathayensis,0.094599986
Malva_moschata,0.132678607
Malva_sylvestris,0.244584021
Malva_neglecta,0.445909253
Malva_verticillata,0.445909253
Alcea_rosea,0.06348413
Helianthemum_canadense,0.029146957
Helianthemum_bicknellii,0.029146957
Crocanthemum_carolinianum,0.029146957
Crocanthemum_corymbosum,0.029146957
Lechea_mucronata,0.029146957
Lechea_minor,0.029146957
Lechea_villosa,0.029146957
Lechea_racemulosa,0.029146957
Lechea_intermedia,0.029146957
Lechea_sessiliflora,0.029146957
Tapiscia_sinensis,0.009537766
Xanthoceras_sorbifolium,0.013528729
Acer_rubrum,0.039991228
Acer_spicatum,0.088681665
Acer_stachyophyllum,0.250850383
Acer_cordatum,0.250850383
Acer_barbinerve,0.160646467
Acer_henryi,0.104346196
Acer_flabellatum,0.15673438
Acer_olivaceum,0.752838558
Acer_elegantulum,1.022704534
Acer_fabri,1.022704534
Acer_pubinerve,0.495977604
Acer_pseudosieboldianum,0.510503277
Acer_palmatum,0.510503277
Acer_sinense,0.360930622
Acer_robustum,0.245656047
Acer_oliverianum,0.196770463
Acer_laevigatum,0.115084953
Acer_ukurunduense,0.090490142
Acer_longipes,0.23804929
Acer_sutchuenense,0.23804929
Acer_sterculiaceum_subsp._franchetii,0.138987717
Acer_truncatum,0.277974283
Acer_pictum,0.277974283
Acer_miyabei,0.184996927
Acer_miyabei_subsp._miaotaiense,0.185997246
Acer_linganense,0.297770561
Acer_linganense_subsp._koreanum,0.297770561
Acer_pectinatum,0.093041702
Acer_campbellii_subsp._wilsonii,0.172570979
Acer_amplum,0.588670816
Acer_tegmentosum,0.588670816
Acer_pubipalmatum,0.295952855
Acer_pensylvanicum,0.176448841
Acer_sinopurpurascens,0.176448841
Acer_davidii,0.165764543
Acer_pectinatum_subsp._maximowiczii,0.165764543
Acer_mandshuricum,0.118800241
Acer_griseum,0.263725628
Acer_triflorum,0.263725628
Acer_maximowiczianum,0.164539252
Acer_buergerianum_subsp._ningpoense,0.224034002
Acer_buergerianum,0.224034002
Acer_cinnamomifolium,0.14027529
Acer_floridanum,0.261802666
Acer_saccharum,0.261802666
Acer_leucoderme,0.146150998
Acer_tataricum_subsp._theiferum,0.106572244
Acer_tataricum_subsp._ginnala,0.106572244
Dipteronia_sinensis,0.027263094
Aesculus_parviflora,0.049156682
Aesculus_chinensis,0.049156682
Aesculus_chinensis_var._wilsonii,0.030988619
Aesculus_flava,0.055050852
Aesculus_pavia,0.055050852
Koelreuteria_paniculata,0.024589523
Koelreuteria_bipinnata,0.024589523
Koelreuteria_elegans_subsp._formosana,0.024589523
Sapindus_mukorossi,0.017433515
Ailanthus_altissima,0.016515282
Picrasma_quassioides,0.016515282
Melia_azedarach,0.016238284
Toona_ciliata,0.02873175
Toona_sinensis,0.02873175
Citrus_aurantium,0.027722455
Citrus_cavaleriei,0.027722455
Psilopeganum_sinense,0.022429651
Boenninghausenia_albiflora,0.022429651
Orixa_japonica,0.017063365
Tetradium_daniellii,0.027128702
Tetradium_ruticarpum,0.045338954
Tetradium_glabrifolium,0.045338954
Phellodendron_amurense,0.04291856
Phellodendron_chinense,0.04291856
Phellodendron_chinense_var._glabriusculum,0.04291856
Phellodendron_sp.,0.04291856
Zanthoxylum_scandens,0.065526498
Zanthoxylum_schinifolium,0.065526498
Zanthoxylum_ailanthoides,0.047892396
Zanthoxylum_americanum,0.102613318
Zanthoxylum_armatum,0.102613318
Zanthoxylum_bungeanum,0.104519275
Zanthoxylum_simulans,0.104519275
Zanthoxylum_clava-herculis,0.031158552
Dictamnus_albus,0.025703432
Skimmia_reevesiana,0.025703432
Rhus_hirta,0.021641188
Pistacia_chinensis,0.046568733
Cotinus_coggygria,0.046568733
Rhus_punjabensis,0.192123074
Rhus_potaninii,0.192123074
Rhus_chinensis,0.096322236
Rhus_copallinum,0.083966352
Rhus_glabra,0.073352045
Rhus_aromatica,0.061376996
Rhus_hypoleuca,0.047259794
Toxicodendron_vernix,0.113812826
Toxicodendron_vernicifluum,0.113812826
Toxicodendron_trichocarpum,0.093160527
Toxicodendron_pubescens,0.156496335
Toxicodendron_radicans,0.156496335
Toxicodendron_succedaneum,0.091488542
Toxicodendron_sylvestre,0.091488542
Choerospondias_axillaris,0.014457186
Euscaphis_japonica,0.021927733
Staphylea_holocarpa,0.038974105
Staphylea_bumalda,0.038974105
Stachyurus_chinensis,0.013592915
Geranium_erianthum,0.02126277
Geranium_koraiense,0.02126277
Geranium_henryi,0.02126277
Geranium_maculatum,0.036892362
Geranium_platyanthum,0.151002613
Geranium_dahuricum,0.227787191
Geranium_koreanum,0.227787191
Geranium_soboliferum,0.464805105
Geranium_sibiricum,0.464805105
Geranium_krameri,0.267191165
Geranium_wilfordii,0.266564361
Geranium_thunbergii,0.266564361
Geranium_carolinianum,0.062806197
Geranium_robertianum,0.02126277
Erodium_stephanianum,0.013790008
Rhexia_cubensis,0.080978637
Rhexia_mariana,0.080978637
Rhexia_virginica,0.076191162
Rhexia_nashii,0.076191162
Melastoma_dodecandrum,0.022710712
Bredia_sinensis,0.0449474
Bredia_quadrangularis,0.0449474
Sarcopyramis_parvifolia,0.026039886
Syzygium_buxifolium,0.010200606
Ludwigia_arcuata,0.02144541
Ludwigia_alternifolia,0.02144541
Ludwigia_pilosa,0.02144541
Ludwigia_leptocarpa,0.02144541
Ludwigia_prostrata,0.02144541
Ludwigia_suffruticosa,0.036067509
Ludwigia_palustris,0.036067509
Ludwigia_peruviana,0.02144541
Circaea_lutetiana_subsp._canadensis,0.05104759
Circaea_lutetiana,0.097444499
Circaea_cordata,0.097444499
Circaea_erubescens,0.097444499
Circaea_mollis,0.097444499
Circaea_alpina,0.030052232
Epilobium_hirsutum,0.099263935
Epilobium_parviflorum,0.152850166
Epilobium_palustre,0.211813368
Epilobium_leptophyllum,0.211813368
Epilobium_ciliatum,0.060524369
Epilobium_sp.,0.041847389
Epilobium_canum,0.041847389
Epilobium_amurense,0.041847389
Epilobium_coloratum,0.041847389
Epilobium_fastigiatoramosum,0.041847389
Epilobium_minutiflorum,0.041847389
Epilobium_verticillatum,0.041847389
Epilobium_angustifolium,0.059114045
Chamerion_angustifolium,0.059114045
Oenothera_speciosa,0.049360288
Oenothera_tetragona,0.094264095
Oenothera_perennis,0.094264095
Oenothera_simulans,0.03329109
Oenothera_gaura,0.03329109
Gaura_filipes,0.03329109
Oenothera_biennis,0.061717939
Oenothera_laciniata,0.061717939
Oenothera_parviflora,0.03329109
Decodon_verticillatus,0.021669121
Lythrum_salicaria,0.021669121
Lagerstroemia_indica,0.039749257
Lagerstroemia_subcostata,0.039749257
Trapa_natans,0.04363346
Trapa_incisa,0.04363346
Rotala_rotundifolia,0.022384024
Rotala_indica,0.022384024
Rotala_mexicana,0.022384024
Cayratia_japonica_var._pseudotrifolia,0.018841891
Cayratia_albifolia,0.028458343
Cayratia_japonica,0.028458343
Tetrastigma_hypoglaucum,0.023168939
Tetrastigma_hemsleyanum,0.023168939
Nekemias_cantoniensis,0.028519472
Nekemias_megalophylla,0.028519472
Ampelopsis_sinica,0.023843865
Ampelopsis_glandulosa_var._kulingensis,0.023843865
Ampelopsis_glandulosa_var._hancei,0.023843865
Ampelopsis_glandulosa_var._heterophylla,0.023843865
Ampelopsis_glandulosa_var._brevipedunculata,0.023843865
Ampelopsis_bodinieri,0.040306361
Ampelopsis_delavayana,0.099081599
Ampelopsis_japonica,0.099081599
Ampelopsis_aconitifolia,0.09292616
Ampelopsis_humulifolia,0.09292616
Parthenocissus_himalayana,0.040196113
Parthenocissus_suberosa,0.077775085
Parthenocissus_tricuspidata,0.077775085
Parthenocissus_laetevirens,0.037082241
Parthenocissus_heterophylla,0.032322848
Parthenocissus_quinquefolia,0.025806077
Yua_thomsonii,0.020400973
Vitis_vinifera,0.027328537
Vitis_rotundifolia,0.027328537
Vitis_amurensis,0.031295345
Vitis_pseudoreticulata,0.042075597
Vitis_wilsoniae,0.042075597
Vitis_romanetii,0.031360015
Vitis_chunganensis,0.032479122
Vitis_ficifolia,0.039315569
Vitis_davidii,0.049710151
Vitis_bryoniifolia,0.049710151
Vitis_bellula,0.044455501
Vitis_piasezkii,0.037618475
Vitis_flexuosa,0.042932113
Vitis_betulifolia,0.042932113
Vitis_vulpina,0.052927622
Vitis_labrusca,0.052927622
Vitis_cinerea,0.040689854
Vitis_riparia,0.035237621
Vitis_aestivalis,0.031901382
Vitis_quinquangularis,0.019866766
Vitis_aestivalis_var._argentifolia,0.019866766
Vitis_baileyana,0.019866766
Vitis_piasezkii_var._pagnuccii,0.019866766
Sedum_bulbiferum,0.089693541
Sedum_japonicum,0.089693541
Sedum_lineare,0.046247023
Sedum_emarginatum,0.090649313
Sedum_alfredii,0.090649313
Sedum_makinoi,0.065487095
Sedum_sarmentosum,0.049742978
Sedum_ternatum,0.025970634
Rhodiola_kirilowii,0.038598307
Phedimus_aizoon,0.058091842
Phedimus_hybridus,0.058091842
Rhodiola_sachalinensis,0.086567268
Rhodiola_dumulosa,0.086567268
Rhodiola_henryi,0.091078397
Rhodiola_yunnanensis,0.091078397
Hylotelephium_mingjinianum,0.081948595
Hylotelephium_pallescens,0.081948595
Hylotelephium_verticillatum,0.086919916
Hylotelephium_tatarinowii,0.086919916
Hylotelephium_erythrostictum,0.116666399
Hylotelephium_spectabile,0.116666399
Sedum_telephium,0.06283211
Sedum_oligospermum,0.013861982
Sedum_drymarioides,0.013861982
Sedum_lungtsuanense,0.013861982
Sedum_major,0.013861982
Sedum_stellariifolium,0.013861982
Sedum_tetractinum,0.013861982
Myriophyllum_propinquum,0.039011447
Myriophyllum_humile,0.039011447
Myriophyllum_verticillatum,0.026755213
Proserpinaca_palustris,0.017736918
Penthorum_chinense,0.011576826
Saxifraga_cernua,0.018207532
Saxifraga_stolonifera,0.018207532
Micranthes_micranthidifolia,0.110164267
Saxifraga_pensylvanica,0.110164267
Saxifraga_virginiensis,0.123571475
Micranthes_caroliniana,0.123571475
Micranthes_davurica,0.08184372
Micranthes_punctata,0.08184372
Hydatica_petiolaris,0.067801785
Micranthes_laciniata,0.067801785
Chrysosplenium_valdepilosum,0.094827038
Chrysosplenium_pilosum_var._sphaerospermum,0.094827038
Chrysosplenium_pilosum,0.083095123
Chrysosplenium_ramosum,0.067579538
Chrysosplenium_americanum,0.065612996
Chrysosplenium_sinicum,0.065612996
Chrysosplenium_alternifolium,0.057938821
Chrysosplenium_flagelliferum,0.057938821
Chrysosplenium_lanuginosum,0.037877651
Chrysosplenium_jienningense,0.037877651
Chrysosplenium_macrophyllum,0.037877651
Chrysosplenium_lectus-cochleae,0.037877651
Rodgersia_aesculifolia,0.054810643
Astilboides_tabularis,0.054810643
Oresitrophe_rupifraga,0.03557156
Heuchera_americana,0.099508084
Heuchera_villosa,0.099508084
Tiarella_polyphylla,0.102237788
Tiarella_cordifolia,0.102237788
Mitella_nuda,0.038111904
Astilbe_biternata,0.049063682
Astilbe_koreana,0.049063682
Astilbe_grandis,0.071738079
Astilbe_macrocarpa,0.071738079
Astilbe_chinensis,0.049117495
